DepMap_ID	cell_line_name	stripped_cell_line_name	CCLE_Name	alias	COSMICID	sex	source	Achilles_n_replicates	cell_line_NNMD	culture_type	culture_medium	cas9_activity	RRID	WTSI_Master_Cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	Subtype	age	Sanger_Model_ID	depmap_public_comments	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype
ACH-002098	CP67-MEL	CP67MEL	CP67MEL_SKIN	NA	949092	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1145	640	skin	NA	Skin Cancer	Melanoma	NA	SIDM00189	NA	skin	melanoma	NA	NA
ACH-002121	G-MEL	GMEL	GMEL_SKIN	NA	1240130	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_W798	1981	skin	NA	Skin Cancer	Melanoma	NA	SIDM00129	NA	skin	melanoma	NA	NA
ACH-002147	K2	K2	K2_SKIN	NA	1298160	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_AT85	1980	skin	NA	Skin Cancer	Melanoma	NA	SIDM00126	NA	skin	melanoma	NA	NA
ACH-002153	LB373-MEL-D	LB373MELD	LB373MELD_SKIN	NA	753581	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1367	659	skin	NA	Skin Cancer	Melanoma	NA	SIDM00184	NA	skin	melanoma	NA	NA
ACH-002162	MMAC-SF	MMACSF	MMACSF_SKIN	NA	925339	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1420	30	ascites	NA	Skin Cancer	Melanoma	NA	SIDM01242	NA	skin	melanoma	NA	NA
ACH-002165	MZ2-MEL	MZ2MEL	MZ2MEL_SKIN	NA	971777	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1435	31	skin	NA	Skin Cancer	Melanoma	NA	SIDM00179	NA	skin	melanoma	NA	NA
ACH-002166	MZ7-mel	MZ7MEL	MZ7MEL_SKIN	NA	753596	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1436	296	skin	Metastasis	Skin Cancer	Melanoma	NA	SIDM00516	NA	skin	melanoma	NA	NA
ACH-002205	WM1552C	WM1552C	WM1552C_SKIN	NA	1299078	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_6472	1155	skin	NA	Skin Cancer	Melanoma	NA	SIDM00976	NA	skin	melanoma	NA	NA
ACH-002206	WM278	WM278	WM278_SKIN	NA	1240226	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_6473	2155	skin	NA	Skin Cancer	Melanoma	NA	SIDM00975	NA	skin	melanoma	NA	NA
ACH-002207	WM35	WM35	WM35_SKIN	NA	1299080	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_0580	1156	skin	NA	Skin Cancer	Melanoma	NA	SIDM00974	NA	skin	melanoma	NA	NA
ACH-002338	M980513	M980513	M980513_SKIN	NA	NA	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_S675	NA	lymph_node	Metastasis	Skin Cancer	Melanoma	NA	SIDM00177	NA	skin	melanoma	NA	NA
ACH-002386	M00921	M00921	M00921_SKIN	NA	NA	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_S808	NA	skin	Metastasis	Skin Cancer	Melanoma	NA	SIDM00178	NA	skin	melanoma	NA	NA
ACH-002387	M1203273	M1203273	M1203273_SKIN	NA	NA	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_VS56	NA	skin	NA	Skin Cancer	Melanoma	NA	SIDM00013	NA	skin	melanoma	NA	NA
ACH-002388	MET2B	MET2B	MET2B_SKIN	NA	NA	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_VS57	NA	skin	NA	Skin Cancer	Melanoma	NA	SIDM00221	NA	skin	melanoma	NA	NA
ACH-002458	HT144 SKIN FV1	HT144SKINFV1	HT144_SKIN_FV1_RESISTANT	HT144_Dab	NA	Male	Academic lab	2	-3.32925743	Adherent	RPMI 1640 + 10% FBS + PenStrepGlut	74.2	NA	NA	skin	NA	Skin Cancer	Melanoma	29	NA	Drug resistance: Dabrafenib	skin	melanoma	NA	NA
ACH-002459	HT144 SKIN FV3	HT144SKINFV3	HT144_SKIN_FV3_RESISTANT	HT144_Dab_Tram	NA	Male	Academic lab	2	-3.127008532	Adherent	RPMI 1640 + 10% FBS + PenStrepGlut	85.8	NA	NA	skin	NA	Skin Cancer	Melanoma	29	NA	Drug resistance: Dabrafenib and Trametinib	skin	melanoma	NA	NA
ACH-002460	HT144 SKIN FV2	HT144SKINFV2	HT144_SKIN_FV2_RESISTANT	HTT144_Dab_Rox	NA	Male	Academic lab	1	-3.67685891	Adherent	RPMI 1640 + 10% FBS + PenStrepGlut	86.4	NA	NA	skin	NA	Skin Cancer	Melanoma	29	NA	Drug resistance: Dabrafenib and Roxadustat	skin	melanoma	NA	NA
ACH-002461	RVH421 SKIN FV1	RVH421SKINFV1	RVH421_SKIN_FV1_RESISTANT	RVH421_Dab	NA	Male	Academic lab	NA	NA	NA	NA	NA	NA	NA	central_nervous_system	NA	Skin Cancer	Melanoma	NA	NA	Drug resistance: Dabrafenib	skin	melanoma	NA	NA
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	2	-3.377245283	not found	not found	55.3	CVCL_V616	NA	central_nervous_system	NA	Brain Cancer	Meningioma	NA	NA	NA	central_nervous_system	meningioma	NA	NA
ACH-001131	MS-1	MSDASH1	MS1_SKIN	MS-1	753594	Unknown	Academic lab	NA	NA	NA	NA	NA	CVCL_E995	674	autonomic_ganglia	Metastasis	Skin Cancer	Merkel Cell Carcinoma	NA	SIDM00408	NA	skin	merkel_cell_carcinoma	NA	NA
ACH-001550	MCC13	MCC13	MCC13_SKIN	NA	NA	Female	Sigma-Aldrich	2	-3.908089887	Adherent	RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES)	57	CVCL_2583	NA	lymph_node	Metastasis	Skin Cancer	Merkel Cell Carcinoma	NA	SIDM00007	NA	skin	merkel_cell_carcinoma	NA	NA
ACH-001551	MCC14/2	MCC142	MCC142_SKIN	NA	NA	Male	Sigma-Aldrich	2	-4.69696873	Adherent	RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES)	89.3	CVCL_2584	NA	lymph_node	Metastasis	Skin Cancer	Merkel Cell Carcinoma	80	NA	NA	skin	merkel_cell_carcinoma	NA	NA
ACH-001552	MCC26	MCC26	MCC26_SKIN	NA	NA	Female	Sigma-Aldrich	2	-2.652207743	Adherent	RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES)	50.7	CVCL_2585	NA	skin	Primary	Skin Cancer	Merkel Cell Carcinoma	NA	SIDM00006	NA	skin	merkel_cell_carcinoma	NA	NA
ACH-000086	ACC-MESO-1	ACCMESO1	ACCMESO1_PLEURA	NA	NA	Female	RIKEN	2	-4.054069395	NA	RPMI + 10% FBS + Glutamax + Sodium pyruvate	78.6	CVCL_5113	NA	pleura	NA	Lung Cancer	Mesothelioma	61	NA	NA	lung	mesothelioma	NA	NA
ACH-000153	NCI-H2052	NCIH2052	NCIH2052_PLEURA	NA	688058	Male	ATCC	1	-2.704543704	Adherent	RPMI + 10% FBS	69.5	CVCL_1518	1485	pleural_effusion	Metastasis	Lung Cancer	Mesothelioma	65	SIDM00713	NA	lung	mesothelioma	NA	NA
ACH-000319	MPP 89	MPP89	MPP89_PLEURA	NA	908150	Male	ICLC	2	-4.009180261	NA	DMEM + 10% FBS	55.8	CVCL_1427	2255	pleural_effusion	NA	Lung Cancer	Mesothelioma	67	SIDM00222	NA	lung	mesothelioma	NA	NA
ACH-000331	IST-MES2	ISTMES2	ISTMES2_PLEURA	IST-MES-2	NA	Male	ICLC	2	-4.141258849	Adherent	DMEM + 10% FBS + 2mM L-glutamine + NEAA	63.8	CVCL_1312	NA	pleural_effusion	NA	Lung Cancer	Mesothelioma	71	NA	NA	lung	mesothelioma	NA	NA
ACH-000335	MSTO-211H	MSTO211H	MSTO211H_PLEURA	NA	908152	Male	ATCC	2	-2.299388983	Adherent	RPMI + 10% FBS	80.5	CVCL_1430	209	pleural_effusion	Metastasis	Lung Cancer	Mesothelioma	62	SIDM00640	NA	lung	mesothelioma	NA	NA
ACH-000569	IST-MES1	ISTMES1	ISTMES1_PLEURA	NA	907173	Female	ICLC	0	-2.111102216	Adherent	DMEM + 10% FBS + 2mM Glutamax	80	CVCL_1311	1001	pleural_effusion	Primary	Lung Cancer	Mesothelioma	70	SIDM00224	NA	lung	mesothelioma	NA	NA
ACH-000645	JL-1	JL1	JL1_PLEURA	NA	NA	Male	DSMZ	2	-4.276535794	NA	DMEM + 20% FBS	60.5	CVCL_2080	NA	pleura	Primary	Lung Cancer	Mesothelioma	54	NA	NA	lung	mesothelioma	NA	NA
ACH-000648	NCI-H28	NCIH28	NCIH28_PLEURA	NA	908470	Male	ATCC	2	-3.123796787	Adherent	RPMI + 10% FBS	42	CVCL_1555	1199	pleural_effusion	Metastasis	Lung Cancer	Mesothelioma	48	SIDM00720	NA	lung	mesothelioma	NA	NA
ACH-001555	Mero-14	MERO14	MERO14_PLEURA	NA	NA	Male	Sigma-Aldrich	2	-2.463409362	Adherent	Ham's F10 + 15% FBS + 2mM Glutamine	85.5	CVCL_2590	NA	pleural_effusion	Primary	Lung Cancer	Mesothelioma	60	NA	NA	lung	mesothelioma	NA	NA
ACH-001556	Mero-25	MERO25	MERO25_PLEURA	NA	NA	Male	Sigma-Aldrich	2	-3.27617153	Adherent	Ham's F10 + 15% FBS + 2mM Glutamine	93.2	CVCL_2591	NA	pleural_effusion	Primary	Lung Cancer	Mesothelioma	60	NA	NA	lung	mesothelioma	NA	NA
ACH-001557	Mero-41	MERO41	MERO41_PLEURA	NA	NA	Male	Sigma-Aldrich	NA	NA	NA	NA	NA	CVCL_2592	NA	pleural_effusion	Primary	Lung Cancer	Mesothelioma	60	NA	NA	lung	mesothelioma	NA	NA
ACH-001558	Mero-48a	MERO48A	MERO48A_PLEURA	NA	NA	Male	Sigma-Aldrich	NA	NA	NA	NA	NA	CVCL_2593	NA	pleural_effusion	Primary	Lung Cancer	Mesothelioma	NA	NA	NA	lung	mesothelioma	NA	NA
ACH-001559	Mero-82	MERO82	MERO82_PLEURA	NA	NA	Unknown	Sigma-Aldrich	1	-2.846017724	Adherent	Ham's F10 + 15% FBS + 2mM Glutamine	91.2	CVCL_2594	NA	pleural_effusion	Primary	Lung Cancer	Mesothelioma	NA	NA	NA	lung	mesothelioma	NA	NA
ACH-001560	Mero-83	MERO83	MERO83_PLEURA	NA	NA	Male	Sigma-Aldrich	1	-3.667998459	Adherent	Ham's F10 + 15% FBS + 2mM Glutamine	62.9	CVCL_2595	NA	pleural_effusion	Primary	Lung Cancer	Mesothelioma	NA	NA	NA	lung	mesothelioma	NA	NA
ACH-002123	H2369	H2369	H2369_PLEURA	NA	1290808	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_A532	165	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00104	NA	lung	mesothelioma	NA	NA
ACH-002124	H2373	H2373	NCIH2373_PLEURA	NA	1290809	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_A533	1797	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00103	NA	lung	mesothelioma	NA	NA
ACH-002125	H2461	H2461	NCIH2461_PLEURA	NA	1290810	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_A536	1508	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00102	NA	lung	mesothelioma	NA	NA
ACH-002126	H2591	H2591	NCIH2591_PLEURA	NA	1240131	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_A543	1509	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00101	NA	lung	mesothelioma	NA	NA
ACH-002127	H2595	H2595	NCIH2595_PLEURA	NA	1240132	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_A545	51	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00100	NA	lung	mesothelioma	NA	NA
ACH-002128	H2722	H2722	NCIH2722_PLEURA	NA	1290812	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_U994	1798	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00099	NA	lung	mesothelioma	NA	NA
ACH-002129	H2731	H2731	NCIH2731_PLEURA	NA	1240134	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_U995	1074	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00098	NA	lung	mesothelioma	NA	NA
ACH-002130	H2795	H2795	NCIH2795_PLEURA	NA	1290813	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_U996	1971	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00154	NA	lung	mesothelioma	NA	NA
ACH-002132	H2804	H2804	NCIH2804_PLEURA	NA	1240136	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_U998	882	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00310	NA	lung	mesothelioma	NA	NA
ACH-002134	H2818	H2818	NCIH2818_PLEURA	NA	1290814	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_V000	2254	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00520	NA	lung	mesothelioma	NA	NA
ACH-002135	H2869	H2869	NCIH2869_PLEURA	NA	1240138	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_V001	309	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00519	NA	lung	mesothelioma	NA	NA
ACH-002136	H290	H290	H290_PLEURA	NA	1240139	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_A555	742	lung	NA	Lung Cancer	Mesothelioma	NA	SIDM00518	NA	lung	mesothelioma	NA	NA
ACH-002065	HS-PSS	HSPSS	HSPSS_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	RIKEN	0	-0.296745677	Adherent	DMEM+10%FBS	71.4	NA	NA	prostate	Metastasis	Sarcoma	MPNST	NA	NA	NA	central_nervous_system	MPNST	NA	NA
ACH-000057	OPM-1	OPM1	OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	NA	NA	NA	NA	NA	CVCL_5210	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	NA	SIDM00456	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000193	KARPAS-620	KARPAS620	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1327775	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_1823	184	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	77	SIDM01006	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000204	LP-1	LP1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907791	Female	HSRRB	2	-2.115323782	NA	IMDM + 10% FBS	95.2	CVCL_0012	1794	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	56	SIDM00340	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000363	SK-MM-2	SKMM2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	753612	Male	DSMZ	2	-4.718427379	NA	RPMI + 10% FBS	95.3	CVCL_1699	1003	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	54	SIDM00391	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000380	KMS-12-BM	KMS12BM	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907281	Female	DSMZ	0	-0.195610131	Suspension	RPMI + 20% FBS	97.2	CVCL_1334	2087	bone_marrow	Primary	Myeloma	Multiple Myeloma	64	SIDM01020	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000419	KMS-28BM	KMS28BM	KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	HSRRB	NA	NA	NA	NA	NA	CVCL_2994	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	77	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000426	KMS-20	KMS20	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	HSRRB	2	-2.656321218	Suspension	RPMI + 10% FBS	44.6	CVCL_2990	NA	bone_marrow	Primary	Myeloma	Multiple Myeloma	65	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000436	OCI-My7	OCIMY7	OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-MY7	NA	Unknown	Academic lab	2	-2.740178187	Suspension	RPMI; 10% FBS	82.5	CVCL_E333	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	NA	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000453	MOLP-2	MOLP2	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_2123	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	55	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000541	KMS-34	KMS34	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	HSRRB	1	-2.155246269	NA	RPMI + 10% FBS	97.4	CVCL_2996	NA	pleural_effusion	Primary	Myeloma	Multiple Myeloma	60	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000564	KHM-1B	KHM1B	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	NA	NA	NA	NA	NA	CVCL_2972	NA	pleural_effusion	Primary	Myeloma	Multiple Myeloma	53	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000576	KMS-27	KMS27	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	2	-2.714293549	Suspension	RPMI + 10% FBS	89	CVCL_2993	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	52	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000598	KMS-21BM	KMS21BM	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	NA	NA	NA	NA	NA	CVCL_2991	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	62	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000653	JJN-3	JJN3	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1327766	Female	DSMZ	2	-3.691308299	NA	DMEM:IMDM (1:1) + 20% FBS	97.6	CVCL_2078	905	bone_marrow	Primary	Myeloma	Multiple Myeloma	57	SIDM01036	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000658	KMS-18	KMS18	KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	2	-3.414865658	Suspension	RPMI; 10% FBS	90.5	CVCL_A637	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	58	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000745	MOLP-8	MOLP8	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330950	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_2124	924	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	52	SIDM00434	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000763	MM1-S	MM1S	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1659818	Female	Academic lab	2	-2.802760252	Mixed adherent and suspension	RPMI + 10% FBS	93.1	CVCL_8792	995	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	NA	SIDM01265	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000821	EJM	EJM	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1297447	Female	DSMZ	2	-3.018373161	Suspension	IMDM + 10% FBS	76.1	CVCL_2030	567	ascites	Primary	Myeloma	Multiple Myeloma	58	SIDM01048	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000829	HuNS1	HUNS1	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	2	-3.234529374	Suspension	RPMI + 15% FBS	70.2	CVCL_2526	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	NA	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000854	OCI-MY5	OCIMY5	OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Unknown	Academic lab	1	-2.70872009	not found	not found	45.9	CVCL_E332	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	NA	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000889	KMM-1	KMM1	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	2	-3.80182347	NA	RPMI + 10% FBS	93.7	CVCL_2981	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	62	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-001541	KMS-28PE	KMS28PE	KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	JCRB	NA	NA	NA	NA	NA	CVCL_2995	NA	pleural_effusion	Primary	Myeloma	Multiple Myeloma	77	NA	NA	plasma_cell	multiple_myeloma	NA	NA
ACH-000099	SIMA	SIMA	SIMA_AUTONOMIC_GANGLIA	NA	753620	Male	DSMZ	3	-3.243213121	NA	RPMI + 10% FBS	59	CVCL_1695	2076	autonomic_ganglia	NA	Neuroblastoma	NA	1.67	SIDM00395	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-000149	SK-N-SH	SKNSH	SKNSH_AUTONOMIC_GANGLIA	NA	717431	Female	ATCC	NA	NA	NA	NA	NA	CVCL_0531	1165	bone_marrow	Metastasis	Neuroblastoma	NA	4	SIDM01098	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-000260	SK-N-AS	SKNAS	SKNAS_AUTONOMIC_GANGLIA	NA	724828	Female	ATCC	3	-5.610348386	Adherent	DMEM + 10% FBS + NEAA	83.8	CVCL_1700	1480	bone_marrow	Metastasis	Neuroblastoma	NA	6	SIDM01101	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-000446	KP-N-SI9s	KPNSI9S	KPNSI9S_AUTONOMIC_GANGLIA	NA	NA	Male	HSRRB	0	-1.027595866	Adherent	RPMI + 10% FBS	54	CVCL_1340	NA	autonomic_ganglia	Metastasis	Neuroblastoma	NA	NA	NA	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-001300	CHLA15	CHLA15	CHLA15_AUTONOMIC_GANGLIA	NA	NA	Female	Children's Oncology Group	2	-2.773326383	not found	not found	91	CVCL_6594	NA	autonomic_ganglia	NA	Neuroblastoma	NA	1.5	NA	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-001344	GI-ME-N	GIMEN	GIMEN_AUTONOMIC_GANGLIA	NA	906872	Male	DSMZ	1	-1.228431629	Adherent	RPMI 1640 + 10% FBS	47.1	CVCL_1232	1530	bone_marrow	Metastasis	Neuroblastoma	NA	4	SIDM00227	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-001355	LAN-6	LAN6	LAN6_AUTONOMIC_GANGLIA	NA	949170	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_1363	278	bone_marrow	Metastasis	Neuroblastoma	NA	6	SIDM00330	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-001548	LS	LS	LS_AUTONOMIC_GANGLIA	NA	NA	Female	DSMZ	2	-2.127626952	Adherent	RPMI 1640 + 10% FBS	73.1	CVCL_2105	NA	autonomic_ganglia	Metastasis	Neuroblastoma	NA	1.3	NA	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-001603	NH-12	NH12	NH12_AUTONOMIC_GANGLIA	NA	908447	Male	JCRB	NA	NA	NA	NA	NA	CVCL_1605	1546	autonomic_ganglia	Primary	Neuroblastoma	NA	1	SIDM00577	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-001674	TGW	TGW	TGW_AUTONOMIC_GANGLIA	NA	910780	Male	JCRB	2	-4.281757795	Adherent	EMEM + 10% FBS	89.4	CVCL_1771	1752	autonomic_ganglia	Primary	Neuroblastoma	NA	NA	SIDM00324	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002083	NB69	NB69	NB69_AUTONOMIC_GANGLIA	NA	NA	Male	RIKEN	NA	NA	NA	NA	NA	CVCL_1448	NA	autonomic_ganglia	Primary	Neuroblastoma	NA	1.5	SIDM00244	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002217	BE2-M17	BE2M17	BE2M17_AUTONOMIC_GANGLIA	NA	753616	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_0167	1320	bone_marrow	Metastasis	Neuroblastoma	NA	NA	SIDM01229	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002248	IMR-5	IMR5	IMR5_AUTONOMIC_GANGLIA	NA	907170	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1306	431	abdomen	NA	Neuroblastoma	NA	NA	SIDM01206	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002261	KP-N-YS	KPNYS	KPNYS_AUTONOMIC_GANGLIA	NA	946363	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1342	853	central_nervous_system	NA	Neuroblastoma	NA	NA	SIDM00157	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002277	NB(TU)1-10	NBTU110	NBTU110_AUTONOMIC_GANGLIA	NA	1240181	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_3041	730	abdomen	NA	Neuroblastoma	NA	NA	SIDM00579	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002278	NB10	NB10	NB10_AUTONOMIC_GANGLIA	NA	949171	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1441	1033	central_nervous_system	NA	Neuroblastoma	NA	NA	SIDM00259	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002279	NB12	NB12	NB12_AUTONOMIC_GANGLIA	NA	949172	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1442	1779	central_nervous_system	Metastasis	Neuroblastoma	NA	NA	SIDM00258	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002280	NB13	NB13	NB13_AUTONOMIC_GANGLIA	NA	949177	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1443	215	central_nervous_system	NA	Neuroblastoma	NA	NA	SIDM00257	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002281	NB14	NB14	NB14_AUTONOMIC_GANGLIA	NA	949178	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1444	32	central_nervous_system	NA	Neuroblastoma	NA	NA	SIDM00256	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002282	NB17	NB17	NB17_AUTONOMIC_GANGLIA	NA	949175	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1445	159	central_nervous_system	NA	Neuroblastoma	NA	NA	SIDM00255	NA	peripheral_nervous_system	neuroblastoma	NA	NA
ACH-002283	NB5	NB5	NB5_AUTONOMIC_GANGLIA	NA	949176	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_8822	2071	central_nervous_system	Metastasis	Neuroblastoma	NA	NA	SIDM00254	NA	peripheral_nervous_system	neuroblastoma	NA	NA
